Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
TOXICOLOGY,TOXICOLOGY,ELSEVIER IRELAND LTD,0300-483X,1879-3185,TOXICOLOGY,SCIE,14190,4.8,Q1,1.27,18.52%
ARCHIVES OF TOXICOLOGY,ARCH TOXICOL,SPRINGER HEIDELBERG,0340-5761,1432-0738,TOXICOLOGY,SCIE,14083,4.8,Q1,1.23,45.57%
Journal of Agriculture and Food Research,J AGR FOOD RES,ELSEVIER,2666-1543,2666-1543,"AGRICULTURE, MULTIDISCIPLINARY",ESCI,2698,4.8,Q1,1.22,93.29%
BIOELECTROCHEMISTRY,BIOELECTROCHEMISTRY,ELSEVIER SCIENCE SA,1567-5394,1878-562X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,7313,4.8,Q1,1.16,19.21%
BIOELECTROCHEMISTRY,BIOELECTROCHEMISTRY,ELSEVIER SCIENCE SA,1567-5394,1878-562X,BIOLOGY,SCIE,7313,4.8,Q1,1.16,19.21%
MATERIALS CHARACTERIZATION,MATER CHARACT,ELSEVIER SCIENCE INC,1044-5803,1873-4189,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,27366,4.8,Q2,1.14,10.65%
Matter and Radiation at Extremes,MATTER RADIAT EXTREM,AIP Publishing,2468-2047,2468-080X,"PHYSICS, MULTIDISCIPLINARY",SCIE,1286,4.8,Q1,1.14,92.11%
JOURNAL OF NUTRITIONAL BIOCHEMISTRY,J NUTR BIOCHEM,ELSEVIER SCIENCE INC,0955-2863,1873-4847,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,13711,4.8,Q1,1.1,23.29%
Climate Risk Management,CLIM RISK MANAG,ELSEVIER,2212-0963,2212-0963,ENVIRONMENTAL SCIENCES,SCIE,2546,4.8,Q1,1.05,98.02%
Climate Risk Management,CLIM RISK MANAG,ELSEVIER,2212-0963,2212-0963,ENVIRONMENTAL STUDIES,SSCI,2546,4.8,Q1,1.05,98.02%
ACS ES&T Water,ACS EST WATER,AMER CHEMICAL SOC,N/A,2690-0637,ENVIRONMENTAL SCIENCES,ESCI,3038,4.8,Q1,1.04,10.47%
Journal of Physical Chemistry Letters,J PHYS CHEM LETT,AMER CHEMICAL SOC,1948-7185,N/A,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,69320,4.8,Q2,1.02,10.03%
CLIMATIC CHANGE,CLIMATIC CHANGE,SPRINGER,0165-0009,1573-1480,ENVIRONMENTAL SCIENCES,SCIE,24341,4.8,Q1,0.93,45.53%
ENVIRONMENTAL MODELLING & SOFTWARE,ENVIRON MODELL SOFTW,ELSEVIER SCI LTD,1364-8152,1873-6726,ENVIRONMENTAL SCIENCES,SCIE,17357,4.8,Q1,0.91,47.15%
Liquid Crystals Reviews,LIQ CRYST REV,TAYLOR & FRANCIS LTD,2168-0396,2168-0418,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,363,4.8,Q2,0.84,0.00%
Microporous and Mesoporous Materials,MICROPOR MESOPOR MAT,ELSEVIER,1387-1811,1873-3093,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,34011,4.8,Q2,0.8,12.21%
Biomolecules,BIOMOLECULES,MDPI,N/A,2218-273X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,38384,4.8,Q1,0.79,99.63%
INFLAMMATION RESEARCH,INFLAMM RES,SPRINGER BASEL AG,1023-3830,1420-908X,CELL BIOLOGY,SCIE,6476,4.8,Q2,0.79,17.12%
Progress in Natural Science-Materials International,PROG NAT SCI-MATER,ELSEVIER SCIENCE INC,1002-0071,1745-5391,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,6995,4.8,Q2,0.74,84.03%
Business Strategy and Development,BUS STRATEGY DEV,WILEY,N/A,2572-3170,ENVIRONMENTAL STUDIES,ESCI,738,4.8,Q1,0.67,18.67%
Emergent Materials,EMERGENT MATER,SPRINGERNATURE,2522-5731,2522-574X,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,1978,4.8,Q2,0.52,15.24%
SYSTEMATIC ENTOMOLOGY,SYST ENTOMOL,WILEY,0307-6970,1365-3113,EVOLUTIONARY BIOLOGY,SCIE,3138,4.7,Q1,1.84,28.99%
Plant Methods,PLANT METHODS,BMC,N/A,1746-4811,PLANT SCIENCES,SCIE,6627,4.7,Q1,1.24,99.52%
Behavioral and Brain Functions,BEHAV BRAIN FUNCT,BMC,N/A,1744-9081,BEHAVIORAL SCIENCES,SCIE,1588,4.7,Q1,1.16,100.00%
CHEMICO-BIOLOGICAL INTERACTIONS,CHEM-BIOL INTERACT,ELSEVIER IRELAND LTD,0009-2797,1872-7786,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,17009,4.7,Q1,1.16,11.70%
CHEMICO-BIOLOGICAL INTERACTIONS,CHEM-BIOL INTERACT,ELSEVIER IRELAND LTD,0009-2797,1872-7786,TOXICOLOGY,SCIE,17009,4.7,Q1,1.16,11.70%
BIOINORGANIC CHEMISTRY AND APPLICATIONS,BIOINORG CHEM APPL,HINDAWI LTD,1565-3633,1687-479X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,2327,4.7,Q1,1.09,99.48%
JOURNAL OF MOLECULAR BIOLOGY,J MOL BIOL,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0022-2836,1089-8638,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,54235,4.7,Q1,0.93,44.75%
Environmental Development,ENVIRON DEV,ELSEVIER,2211-4645,2211-4653,ENVIRONMENTAL SCIENCES,SCIE,2917,4.7,Q2,0.87,21.32%
Elementa-Science of the Anthropocene,ELEMENTA-SCI ANTHROP,UNIV CALIFORNIA PRESS,2325-1026,2325-1026,ENVIRONMENTAL SCIENCES,SCIE,3096,4.7,Q2,0.85,99.02%
APPLIED CATALYSIS A-GENERAL,APPL CATAL A-GEN,ELSEVIER,0926-860X,1873-3875,ENVIRONMENTAL SCIENCES,SCIE,35623,4.7,Q2,0.83,14.98%
ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,ENVIRON DEV SUSTAIN,SPRINGER,1387-585X,1573-2975,ENVIRONMENTAL SCIENCES,SCIE,16812,4.7,Q2,0.8,10.22%
NanoImpact,NANOIMPACT,ELSEVIER,2452-0748,2452-0748,ENVIRONMENTAL SCIENCES,SCIE,1869,4.7,Q2,0.78,40.10%
Acta Ecologica Sinica,ACTA ECOL SINICA,ELSEVIER,1872-2032,1872-2032,ECOLOGY,ESCI,3592,4.7,Q1,0.77,1.56%
Journal of Sustainable Cement-Based Materials,J SUSTAIN CEM-BASED,TAYLOR & FRANCIS LTD,2165-0373,2165-0381,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,1531,4.7,Q2,0.72,2.11%
Journal of Zhejiang University-SCIENCE B,J ZHEJIANG UNIV-SC B,ZHEJIANG UNIV PRESS,1673-1581,1862-1783,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,4265,4.7,Q1,0.72,3.03%
SciPost Physics,SCIPOST PHYS,SCIPOST FOUNDATION,2542-4653,2542-4653,"PHYSICS, MULTIDISCIPLINARY",SCIE,5996,4.6,Q1,1.53,97.32%
Journal of Integrative Agriculture,J INTEGR AGR,ELSEVIER SCI LTD,2095-3119,2352-3425,"AGRICULTURE, MULTIDISCIPLINARY",SCIE,10679,4.6,Q1,1.45,99.53%
APPETITE,APPETITE,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0195-6663,1095-8304,BEHAVIORAL SCIENCES,SCIE,24413,4.6,Q1,1.42,36.15%
CHINESE JOURNAL OF PHYSICS,CHINESE J PHYS,ELSEVIER,0577-9073,0577-9073,"PHYSICS, MULTIDISCIPLINARY",SCIE,7053,4.6,Q1,1.39,1.29%
Plant Diversity,PLANT DIVERSITY,KEAI PUBLISHING LTD,2096-2703,2468-2659,PLANT SCIENCES,SCIE,1525,4.6,Q1,1.39,99.45%
Ocean Engineering,OCEAN ENG,PERGAMON-ELSEVIER SCIENCE LTD,0029-8018,1873-5258,OCEANOGRAPHY,SCIE,53367,4.6,Q1,1.33,12.08%
DIVERSITY AND DISTRIBUTIONS,DIVERS DISTRIB,WILEY,1366-9516,1472-4642,BIODIVERSITY CONSERVATION,SCIE,11735,4.6,Q1,1.28,74.79%
DIVERSITY AND DISTRIBUTIONS,DIVERS DISTRIB,WILEY,1366-9516,1472-4642,ECOLOGY,SCIE,11735,4.6,Q1,1.28,74.79%
Environment and Planning A-Economy and Space,ENVIRON PLANN A,SAGE PUBLICATIONS INC,0308-518X,1472-3409,ENVIRONMENTAL STUDIES,SSCI,11306,4.6,Q1,1.25,45.71%
FUNCTIONAL ECOLOGY,FUNCT ECOL,WILEY,0269-8463,1365-2435,ECOLOGY,SCIE,20482,4.6,Q1,1.25,36.84%
WATER RESOURCES RESEARCH,WATER RESOUR RES,AMER GEOPHYSICAL UNION,0043-1397,1944-7973,ENVIRONMENTAL SCIENCES,SCIE,64158,4.6,Q2,1.22,36.00%
Journal of Ecohydraulics,J ECOHYDRAULICS,TAYLOR & FRANCIS LTD,2470-5357,2470-5365,ENVIRONMENTAL SCIENCES,ESCI,279,4.6,Q2,1.18,17.78%
INFLAMMOPHARMACOLOGY,INFLAMMOPHARMACOLOGY,SPRINGER BASEL AG,0925-4692,1568-5608,TOXICOLOGY,SCIE,4979,4.6,Q1,1.07,20.93%
Management of Environmental Quality,MANAG ENVIRON QUAL,EMERALD GROUP PUBLISHING LTD,1477-7835,1758-6119,ENVIRONMENTAL STUDIES,ESCI,2806,4.6,Q1,1.03,0.78%
iScience,ISCIENCE,CELL PRESS,N/A,2589-0042,MULTIDISCIPLINARY SCIENCES,SCIE,29395,4.6,Q1,1.02,93.78%
GENE THERAPY,GENE THER,SPRINGERNATURE,0969-7128,1476-5462,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,6684,4.6,Q1,0.98,43.01%
Ecological Processes,ECOL PROCESS,SPRINGER,N/A,2192-1709,ECOLOGY,SCIE,2178,4.6,Q1,0.95,100.00%
Ecological Processes,ECOL PROCESS,SPRINGER,N/A,2192-1709,ENVIRONMENTAL SCIENCES,SCIE,2178,4.6,Q2,0.95,100.00%
Frontiers in Cell and Developmental Biology,FRONT CELL DEV BIOL,FRONTIERS MEDIA SA,2296-634X,2296-634X,CELL BIOLOGY,SCIE,46541,4.6,Q2,0.85,99.06%
Frontiers in Cell and Developmental Biology,FRONT CELL DEV BIOL,FRONTIERS MEDIA SA,2296-634X,2296-634X,DEVELOPMENTAL BIOLOGY,SCIE,46541,4.6,Q1,0.85,99.06%
Global Sustainability,GLOB SUSTAIN,CAMBRIDGE UNIV PRESS,N/A,2059-4798,ENVIRONMENTAL SCIENCES,ESCI,827,4.6,Q2,0.82,100.00%
Global Sustainability,GLOB SUSTAIN,CAMBRIDGE UNIV PRESS,N/A,2059-4798,ENVIRONMENTAL STUDIES,ESCI,827,4.6,Q1,0.82,100.00%
Sustainable Environment Research,SUSTAIN ENVIRON RES,BMC,2468-2039,2468-2039,ENVIRONMENTAL SCIENCES,SCIE,1782,4.6,Q2,0.75,100.00%
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH,BBA-MOL CELL RES,ELSEVIER,0167-4889,1879-2596,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,17409,4.6,Q1,0.71,69.32%
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH,BBA-MOL CELL RES,ELSEVIER,0167-4889,1879-2596,CELL BIOLOGY,SCIE,17409,4.6,Q2,0.71,69.32%
Batteries-Basel,BATTERIES-BASEL,MDPI,N/A,2313-0105,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,4157,4.6,Q2,0.65,99.79%
aBIOTECH,ABIOTECH,SPRINGERNATURE,2096-6326,2662-1738,PLANT SCIENCES,ESCI,379,4.6,Q1,0.63,65.48%
Nanoscale Advances,NANOSCALE ADV,ROYAL SOC CHEMISTRY,2516-0230,2516-0230,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,11188,4.6,Q2,0.61,99.25%
EUROPEAN JOURNAL OF AGRONOMY,EUR J AGRON,ELSEVIER,1161-0301,1873-7331,AGRONOMY,SCIE,11203,4.5,Q1,1.65,27.06%
ENVIRONMENTAL AND EXPERIMENTAL BOTANY,ENVIRON EXP BOT,PERGAMON-ELSEVIER SCIENCE LTD,0098-8472,1873-7307,ENVIRONMENTAL SCIENCES,SCIE,18324,4.5,Q2,1.17,12.42%
ENVIRONMENTAL AND EXPERIMENTAL BOTANY,ENVIRON EXP BOT,PERGAMON-ELSEVIER SCIENCE LTD,0098-8472,1873-7307,PLANT SCIENCES,SCIE,18324,4.5,Q1,1.17,12.42%
BIOORGANIC CHEMISTRY,BIOORG CHEM,ACADEMIC PRESS INC ELSEVIER SCIENCE,0045-2068,1090-2120,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,21018,4.5,Q1,1.15,6.00%
MOLECULAR ECOLOGY,MOL ECOL,WILEY,0962-1083,1365-294X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,38480,4.5,Q1,1.15,41.56%
MOLECULAR ECOLOGY,MOL ECOL,WILEY,0962-1083,1365-294X,ECOLOGY,SCIE,38480,4.5,Q1,1.15,41.56%
MOLECULAR ECOLOGY,MOL ECOL,WILEY,0962-1083,1365-294X,EVOLUTIONARY BIOLOGY,SCIE,38480,4.5,Q1,1.15,41.56%
GM Crops & Food-Biotechnology in Agriculture and the Food Chain,GM CROPS FOOD,TAYLOR & FRANCIS AS,2164-5698,2164-5701,PLANT SCIENCES,SCIE,760,4.5,Q1,1.11,100.00%
PROTEIN SCIENCE,PROTEIN SCI,WILEY,0961-8368,1469-896X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,19269,4.5,Q1,1.1,47.07%
AGRICULTURAL ECONOMICS,AGR ECON-BLACKWELL,WILEY,0169-5150,1574-0862,AGRICULTURAL ECONOMICS & POLICY,SCIE,5262,4.5,Q1,1.04,38.83%
MATRIX BIOLOGY,MATRIX BIOL,ELSEVIER,0945-053X,1569-1802,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,8291,4.5,Q1,1.04,46.70%
MATRIX BIOLOGY,MATRIX BIOL,ELSEVIER,0945-053X,1569-1802,CELL BIOLOGY,SCIE,8291,4.5,Q2,1.04,46.70%
Soil Ecology Letters,SOIL ECOL LETT,SPRINGERNATURE,2662-2289,2662-2297,ECOLOGY,ESCI,648,4.5,Q1,1.01,6.61%
JOURNAL OF CELLULAR PHYSIOLOGY,J CELL PHYSIOL,WILEY,0021-9541,1097-4652,CELL BIOLOGY,SCIE,37497,4.5,Q2,1,9.67%
Stem Cell Reviews and Reports,STEM CELL REV REP,SPRINGER,2629-3269,2629-3277,CELL BIOLOGY,SCIE,4546,4.5,Q2,0.99,32.49%
2D Materials,2D MATER,IOP Publishing Ltd,2053-1583,2053-1583,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,9415,4.5,Q2,0.9,29.63%
EUROPEAN JOURNAL OF CELL BIOLOGY,EUR J CELL BIOL,ELSEVIER GMBH,0171-9335,1618-1298,CELL BIOLOGY,SCIE,3902,4.5,Q2,0.73,97.81%
INFLAMMATION,INFLAMMATION,SPRINGER/PLENUM PUBLISHERS,0360-3997,1573-2576,CELL BIOLOGY,SCIE,8820,4.5,Q2,0.71,15.36%
Open Biology,OPEN BIOL,ROYAL SOC,N/A,2046-2441,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,5493,4.5,Q1,0.69,99.45%
International Journal of Smart and Nano Materials,INT J SMART NANO MAT,TAYLOR & FRANCIS LTD,1947-5411,1947-542X,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,846,4.5,Q2,0.68,94.95%
EXPERT REVIEWS IN MOLECULAR MEDICINE,EXPERT REV MOL MED,CAMBRIDGE UNIV PRESS,1462-3994,1462-3994,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,1996,4.5,Q1,0.62,31.63%
Earth System Governance,EARTH SYST GOV-NETH,ELSEVIER,2589-8116,2589-8116,ENVIRONMENTAL STUDIES,ESCI,560,4.4,Q1,2.17,97.89%
China Agricultural Economic Review,CHINA AGR ECON REV,EMERALD GROUP PUBLISHING LTD,1756-137X,1756-1388,AGRICULTURAL ECONOMICS & POLICY,SCIE,1617,4.4,Q1,1.6,5.26%
APPLIED MATHEMATICAL MODELLING,APPL MATH MODEL,ELSEVIER SCIENCE INC,0307-904X,1872-8480,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",SCIE,25283,4.4,Q1,1.51,8.66%
BMC BIOLOGY,BMC BIOL,BMC,N/A,1741-7007,BIOLOGY,SCIE,10597,4.4,Q1,1.34,99.88%
THEORETICAL AND APPLIED GENETICS,THEOR APPL GENET,SPRINGER,0040-5752,1432-2242,AGRONOMY,SCIE,22514,4.4,Q1,1.31,29.91%
THEORETICAL AND APPLIED GENETICS,THEOR APPL GENET,SPRINGER,0040-5752,1432-2242,PLANT SCIENCES,SCIE,22514,4.4,Q1,1.31,29.91%
BIOSYSTEMS ENGINEERING,BIOSYST ENG,ACADEMIC PRESS INC ELSEVIER SCIENCE,1537-5110,1537-5129,AGRICULTURAL ENGINEERING,SCIE,12890,4.4,Q1,1.23,20.09%
BIOSYSTEMS ENGINEERING,BIOSYST ENG,ACADEMIC PRESS INC ELSEVIER SCIENCE,1537-5110,1537-5129,"AGRICULTURE, MULTIDISCIPLINARY",SCIE,12890,4.4,Q1,1.23,20.09%
ECOLOGY,ECOLOGY,WILEY,0012-9658,1939-9170,ECOLOGY,SCIE,58920,4.4,Q1,1.22,31.52%
STRUCTURE,STRUCTURE,CELL PRESS,0969-2126,1878-4186,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,14144,4.4,Q2,1.14,79.13%
STRUCTURE,STRUCTURE,CELL PRESS,0969-2126,1878-4186,CELL BIOLOGY,SCIE,14144,4.4,Q2,1.14,79.13%
Results in Physics,RESULTS PHYS,ELSEVIER,2211-3797,2211-3797,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,23286,4.4,Q2,1.13,97.26%
Results in Physics,RESULTS PHYS,ELSEVIER,2211-3797,2211-3797,"PHYSICS, MULTIDISCIPLINARY",SCIE,23286,4.4,Q1,1.13,97.26%
ENVIRONMENTAL TOXICOLOGY,ENVIRON TOXICOL,WILEY,1520-4081,1522-7278,ENVIRONMENTAL SCIENCES,SCIE,7444,4.4,Q2,1.07,3.51%
ENVIRONMENTAL TOXICOLOGY,ENVIRON TOXICOL,WILEY,1520-4081,1522-7278,TOXICOLOGY,SCIE,7444,4.4,Q1,1.07,3.51%
REGIONAL STUDIES,REG STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0034-3404,1360-0591,ENVIRONMENTAL STUDIES,SSCI,10812,4.4,Q1,1.04,37.06%
NPJ Microgravity,NPJ MICROGRAVITY,NATURE PORTFOLIO,N/A,2373-8065,MULTIDISCIPLINARY SCIENCES,SCIE,1394,4.4,Q1,1.03,99.50%
Science China-Technological Sciences,SCI CHINA TECHNOL SC,SCIENCE PRESS,1674-7321,1869-1900,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,8679,4.4,Q2,1.03,0.13%
Archives of Civil and Mechanical Engineering,ARCH CIV MECH ENG,SPRINGERNATURE,1644-9665,2083-3318,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,5317,4.4,Q2,1,22.62%
Computational and Structural Biotechnology Journal,COMPUT STRUCT BIOTEC,ELSEVIER,2001-0370,2001-0370,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,10553,4.4,Q2,0.96,85.97%
PRESLIA,PRESLIA,CZECH BOTANICAL SOC,0032-7786,2570-950X,PLANT SCIENCES,SCIE,1171,4.4,Q1,0.96,86.05%
ACS Applied Polymer Materials,ACS APPL POLYM MATER,AMER CHEMICAL SOC,2637-6105,2637-6105,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,13475,4.4,Q2,0.9,7.93%
FASEB JOURNAL,FASEB J,WILEY,0892-6638,1530-6860,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,50666,4.4,Q2,0.9,30.82%
FASEB JOURNAL,FASEB J,WILEY,0892-6638,1530-6860,BIOLOGY,SCIE,50666,4.4,Q1,0.9,30.82%
FASEB JOURNAL,FASEB J,WILEY,0892-6638,1530-6860,CELL BIOLOGY,SCIE,50666,4.4,Q2,0.9,30.82%
NEUROCHEMISTRY INTERNATIONAL,NEUROCHEM INT,PERGAMON-ELSEVIER SCIENCE LTD,0197-0186,1872-9754,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,10286,4.4,Q2,0.9,19.87%
JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA,J PHYS CHEM REF DATA,AIP Publishing,0047-2689,1529-7845,"PHYSICS, MULTIDISCIPLINARY",SCIE,7597,4.4,Q1,0.84,22.22%
PLANT DISEASE,PLANT DIS,AMER PHYTOPATHOLOGICAL SOC,0191-2917,1943-7692,PLANT SCIENCES,SCIE,25074,4.4,Q1,0.8,37.78%
GLOBAL CHALLENGES,GLOB CHALL,WILEY-V C H VERLAG GMBH,N/A,2056-6646,MULTIDISCIPLINARY SCIENCES,SCIE,2211,4.4,Q1,0.76,76.47%
Nanomaterials,NANOMATERIALS-BASEL,MDPI,N/A,2079-4991,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,70315,4.4,Q2,0.74,99.44%
MACROMOLECULAR BIOSCIENCE,MACROMOL BIOSCI,WILEY-V C H VERLAG GMBH,1616-5187,1616-5195,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,9055,4.4,Q2,0.73,24.66%
Progress in Additive Manufacturing,PROG ADDIT MANUF,SPRINGERNATURE,2363-9512,2363-9520,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,1880,4.4,Q2,0.72,35.86%
CELLULAR SIGNALLING,CELL SIGNAL,ELSEVIER SCIENCE INC,0898-6568,1873-3913,CELL BIOLOGY,SCIE,13768,4.4,Q2,0.69,19.70%
BIOCHEMICAL JOURNAL,BIOCHEM J,PORTLAND PRESS LTD,0264-6021,1470-8728,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,39718,4.4,Q2,0.66,81.70%
MEDIATORS OF INFLAMMATION,MEDIAT INFLAMM,HINDAWI LTD,0962-9351,1466-1861,CELL BIOLOGY,SCIE,16441,4.4,Q2,0.59,99.48%
PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES,P JPN ACAD B-PHYS,JAPAN ACAD,0386-2208,1349-2896,MULTIDISCIPLINARY SCIENCES,SCIE,2404,4.4,Q1,0.59,98.73%
WILDLIFE MONOGRAPHS,WILDLIFE MONOGR,WILEY,0084-0173,1938-5455,ECOLOGY,SCIE,676,4.3,Q1,1.95,28.57%
WILDLIFE MONOGRAPHS,WILDLIFE MONOGR,WILEY,0084-0173,1938-5455,ZOOLOGY,SCIE,676,4.3,Q1,1.95,28.57%
APPLIED OCEAN RESEARCH,APPL OCEAN RES,ELSEVIER SCI LTD,0141-1187,1879-1549,OCEANOGRAPHY,SCIE,10641,4.3,Q1,1.34,13.45%
BMC PLANT BIOLOGY,BMC PLANT BIOL,BMC,1471-2229,1471-2229,PLANT SCIENCES,SCIE,26240,4.3,Q1,1.34,99.84%
BIOLOGICAL RESEARCH,BIOL RES,SOC BIOLGIA CHILE,0716-9760,0717-6287,BIOLOGY,SCIE,3285,4.3,Q1,1.31,99.30%
BIOLOGICAL RESEARCH,BIOL RES,SOC BIOLGIA CHILE,0716-9760,0717-6287,BIOLOGY,SCIE,3285,4.3,Q1,1.31,99.30%
